lat,lon
-28.116883116883116,104.3222003929273
21.233766233766232,-114.9312377210216
-29.415584415584416,101.49312377210214
-20.324675324675326,-37.13163064833006
16.038961038961034,-109.9803536345776
13.441558441558442,-132.61296660117878
1.7532467532467493,-109.27308447937132
-22.92207792207792,9.548133595284867
-25.519480519480517,88.05500982318273
-17.72727272727273,30.05893909626718
-6.038961038961034,89.46954813359525
0.45454545454545325,20.15717092337917
5.6493506493506445,17.328094302554007
6.9480519480519405,-150.29469548133596
-24.22077922077922,-35.71709233791748
18.636363636363633,20.86444007858546
23.83116883116884,-56.9351669941061
5.6493506493506445,-37.13163064833006
39.415584415584405,-78.86051080550098
39.415584415584405,-175.75638506876228
-39.8051948051948,158.7819253438114
17.337662337662337,26.522593320235757
-4.740259740259738,-106.44400785854617
-7.337662337662337,58.349705304518665
-29.415584415584416,175.7563850687623
40.71428571428571,134.73477406679763
21.233766233766232,165.14734774066795
19.93506493506493,-162.31827111984282
12.142857142857139,18.742632612966617
-25.519480519480517,29.35166994106089
3.0519480519480524,-93.00589390962672
19.93506493506493,119.17485265225929
-16.42857142857143,-32.888015717092344
-11.233766233766232,105.02946954813359
-30.714285714285715,172.22003929273086
-42.4025974025974,13.791748526522582
1.7532467532467493,179.2927308447937
-6.038961038961034,-93.00589390962672
6.9480519480519405,-149.58742632612967
-15.129870129870131,148.1728880157171
-45.0,73.20235756385068
-15.129870129870131,87.34774066797644
-22.92207792207792,-62.59332023575638
3.0519480519480524,103.61493123772101
-19.02597402597403,177.17092337917484
-25.519480519480517,-34.302554027504925
-7.337662337662337,-97.95677799607073
12.142857142857139,25.815324165029466
9.54545454545454,148.1728880157171
12.142857142857139,1.0609037328094075
16.038961038961034,175.04911591355597
-35.90909090909091,-61.1787819253438
47.20779220779221,-176.46365422396858
-9.935064935064936,41.3752455795678
19.93506493506493,158.0746561886051
17.337662337662337,-114.9312377210216
-24.22077922077922,-175.75638506876228
-39.8051948051948,73.909626719057
45.90909090909091,-80.27504911591356
27.727272727272734,-95.12770137524558
25.129870129870127,73.909626719057
-43.701298701298704,-129.07662082514736
-37.20779220779221,169.3909626719057
-32.01298701298701,-113.51669941060904
5.6493506493506445,107.15127701375246
-8.636363636363633,101.49312377210214
-39.8051948051948,78.15324165029472
43.311688311688314,131.90569744597246
12.142857142857139,-108.56581532416503
27.727272727272734,136.1493123772102
18.636363636363633,121.29666011787822
23.83116883116884,-165.14734774066798
17.337662337662337,27.22986247544202
0.45454545454545325,102.20039292730843
53.7012987012987,-79.56777996070727
14.740259740259738,-93.71316306483301
-2.142857142857146,-176.46365422396858
-15.129870129870131,88.76227897838902
4.350649350649348,150.29469548133596
23.83116883116884,75.32416502946955
9.54545454545454,-133.32023575638507
4.350649350649348,-65.42239685658153
25.129870129870127,74.61689587426326
19.93506493506493,71.78781925343813
-6.038961038961034,-175.75638506876228
-43.701298701298704,156.66011787819252
-39.8051948051948,-76.03143418467583
14.740259740259738,-80.27504911591356
-30.714285714285715,175.04911591355597
-11.233766233766232,85.93320235756386
